OrderID,CustomerID,StoreID,OrderDate,OrderStatus,PaymentID
ORD0003073,CUST00094,STORE0011,2026-03-01,Completed,PAY0003073
ORD0003143,CUST00004,STORE0016,2026-03-01,Completed,PAY0003143
ORD0003222,CUST00087,STORE0010,2026-03-01,Completed,PAY0003222
ORD0003318,CUST00034,STORE0001,2026-03-01,Completed,PAY0003318
ORD0003395,CUST00006,STORE0017,2026-03-01,Completed,PAY0003395
ORD0003407,CUST00114,STORE0003,2026-03-01,Completed,PAY0003407
ORD0003748,CUST00118,STORE0010,2026-03-01,Completed,PAY0003748
ORD0003778,CUST00077,STORE0010,2026-03-01,Completed,PAY0003778
ORD0003898,CUST00135,STORE0015,2026-03-01,Completed,PAY0003898
ORD0003899,CUST00025,STORE0011,2026-03-01,Completed,PAY0003899
ORD0004176,CUST00125,STORE0014,2026-03-01,Cancelled,PAY0004176
ORD0000004,CUST00118,STORE0013,2026-03-02,Completed,PAY0000004
ORD0000053,CUST00009,STORE0015,2026-03-02,Completed,PAY0000053
ORD0000243,CUST00077,STORE0008,2026-03-02,Completed,PAY0000243
ORD0000584,CUST00135,STORE0013,2026-03-02,Completed,PAY0000584
ORD0000707,CUST00114,STORE0008,2026-03-02,Completed,PAY0000707
ORD0000891,CUST00133,STORE0002,2026-03-02,Completed,PAY0000891
ORD0000931,CUST00117,STORE0008,2026-03-02,Completed,PAY0000931
ORD0000957,CUST00150,STORE0012,2026-03-02,Completed,PAY0000957
ORD0001065,CUST00065,STORE0003,2026-03-02,Completed,PAY0001065
ORD0001067,CUST00113,STORE0004,2026-03-02,Completed,PAY0001067
ORD0001494,CUST00014,STORE0006,2026-03-02,Completed,PAY0001494
ORD0001688,CUST00009,STORE0008,2026-03-02,Completed,PAY0001688
ORD0001741,CUST00068,STORE0017,2026-03-02,Completed,PAY0001741
ORD0001790,CUST00034,STORE0016,2026-03-02,Completed,PAY0001790
ORD0001887,CUST00073,STORE0001,2026-03-02,Completed,PAY0001887
ORD0002792,CUST00115,STORE0002,2026-03-02,Completed,PAY0002792
ORD0002989,CUST00007,STORE0015,2026-03-02,Completed,PAY0002989
ORD0003214,CUST00145,STORE0005,2026-03-02,Completed,PAY0003214
ORD0003572,CUST00003,STORE0011,2026-03-02,Completed,PAY0003572
ORD0003854,CUST00125,STORE0013,2026-03-02,Completed,PAY0003854
ORD0004087,CUST00120,STORE0007,2026-03-02,Completed,PAY0004087
ORD0000029,CUST00018,STORE0006,2026-03-03,Completed,PAY0000029
ORD0000260,CUST00135,STORE0009,2026-03-03,Completed,PAY0000260
ORD0000716,CUST00076,STORE0011,2026-03-03,Completed,PAY0000716
ORD0000975,CUST00111,STORE0005,2026-03-03,Completed,PAY0000975
ORD0001376,CUST00117,STORE0006,2026-03-03,Completed,PAY0001376
ORD0001511,CUST00010,STORE0013,2026-03-03,Completed,PAY0001511
ORD0001617,CUST00014,STORE0010,2026-03-03,Completed,PAY0001617
ORD0002183,CUST00098,STORE0012,2026-03-03,Completed,PAY0002183
ORD0003346,CUST00142,STORE0015,2026-03-03,Completed,PAY0003346
ORD0003412,CUST00140,STORE0015,2026-03-03,Completed,PAY0003412
ORD0003507,CUST00111,STORE0012,2026-03-03,Completed,PAY0003507
ORD0003836,CUST00053,STORE0006,2026-03-03,Completed,PAY0003836
ORD0003996,CUST00007,STORE0012,2026-03-03,Completed,PAY0003996
ORD0004174,CUST00098,STORE0014,2026-03-03,Completed,PAY0004174
ORD0000124,CUST00068,STORE0017,2026-03-04,Cancelled,PAY0000124
ORD0000162,CUST00009,STORE0005,2026-03-04,Completed,PAY0000162
ORD0000594,CUST00063,STORE0011,2026-03-04,Completed,PAY0000594
ORD0000722,CUST00042,STORE0016,2026-03-04,Completed,PAY0000722
ORD0000832,CUST00004,STORE0003,2026-03-04,Completed,PAY0000832
ORD0000861,CUST00034,STORE0009,2026-03-04,Completed,PAY0000861
ORD0000989,CUST00099,STORE0004,2026-03-04,Completed,PAY0000989
ORD0001283,CUST00107,STORE0006,2026-03-04,Completed,PAY0001283
ORD0001478,CUST00117,STORE0001,2026-03-04,Completed,PAY0001478
ORD0001676,CUST00085,STORE0005,2026-03-04,Completed,PAY0001676
ORD0001867,CUST00081,STORE0015,2026-03-04,Completed,PAY0001867
ORD0001872,CUST00002,STORE0005,2026-03-04,Completed,PAY0001872
ORD0002109,CUST00149,STORE0012,2026-03-04,Completed,PAY0002109
ORD0002194,CUST00039,STORE0001,2026-03-04,Completed,PAY0002194
ORD0002251,CUST00108,STORE0017,2026-03-04,Completed,PAY0002251
ORD0002445,CUST00007,STORE0015,2026-03-04,Completed,PAY0002445
ORD0002521,CUST00095,STORE0010,2026-03-04,Completed,PAY0002521
ORD0002591,CUST00056,STORE0013,2026-03-04,Completed,PAY0002591
ORD0002654,CUST00106,STORE0010,2026-03-04,Completed,PAY0002654
ORD0002983,CUST00026,STORE0009,2026-03-04,Completed,PAY0002983
ORD0003033,CUST00075,STORE0012,2026-03-04,Completed,PAY0003033
ORD0003371,CUST00096,STORE0017,2026-03-04,Completed,PAY0003371
ORD0003479,CUST00021,STORE0009,2026-03-04,Completed,PAY0003479
ORD0003759,CUST00056,STORE0015,2026-03-04,Completed,PAY0003759
ORD0004056,CUST00058,STORE0007,2026-03-04,Cancelled,PAY0004056
ORD0000422,CUST00033,STORE0006,2026-03-05,Completed,PAY0000422
ORD0000449,CUST00040,STORE0002,2026-03-05,Completed,PAY0000449
ORD0001286,CUST00028,STORE0010,2026-03-05,Completed,PAY0001286
ORD0001765,CUST00126,STORE0016,2026-03-05,Completed,PAY0001765
ORD0002058,CUST00001,STORE0011,2026-03-05,Completed,PAY0002058
ORD0002562,CUST00074,STORE0009,2026-03-05,Completed,PAY0002562
ORD0002672,CUST00071,STORE0007,2026-03-05,Completed,PAY0002672
ORD0002747,CUST00123,STORE0011,2026-03-05,Completed,PAY0002747
ORD0002841,CUST00103,STORE0006,2026-03-05,Completed,PAY0002841
ORD0002845,CUST00073,STORE0014,2026-03-05,Completed,PAY0002845
ORD0002947,CUST00122,STORE0007,2026-03-05,Completed,PAY0002947
ORD0003278,CUST00002,STORE0018,2026-03-05,Completed,PAY0003278
ORD0003406,CUST00011,STORE0017,2026-03-05,Cancelled,PAY0003406
ORD0003419,CUST00024,STORE0018,2026-03-05,Completed,PAY0003419
ORD0003642,CUST00124,STORE0004,2026-03-05,Cancelled,PAY0003642
ORD0003812,CUST00120,STORE0008,2026-03-05,Completed,PAY0003812
ORD0004084,CUST00110,STORE0008,2026-03-05,Completed,PAY0004084
ORD0000161,CUST00073,STORE0012,2026-03-06,Completed,PAY0000161
ORD0000471,CUST00050,STORE0002,2026-03-06,Completed,PAY0000471
ORD0000579,CUST00115,STORE0017,2026-03-06,Completed,PAY0000579
ORD0000705,CUST00066,STORE0003,2026-03-06,Completed,PAY0000705
ORD0000920,CUST00040,STORE0016,2026-03-06,Completed,PAY0000920
ORD0001033,CUST00118,STORE0014,2026-03-06,Completed,PAY0001033
ORD0001112,CUST00056,STORE0010,2026-03-06,Completed,PAY0001112
ORD0001664,CUST00110,STORE0004,2026-03-06,Completed,PAY0001664
ORD0002255,CUST00121,STORE0017,2026-03-06,Completed,PAY0002255
ORD0002477,CUST00126,STORE0004,2026-03-06,Completed,PAY0002477
ORD0002547,CUST00001,STORE0017,2026-03-06,Completed,PAY0002547
ORD0002805,CUST00105,STORE0004,2026-03-06,Cancelled,PAY0002805
ORD0003020,CUST00020,STORE0005,2026-03-06,Completed,PAY0003020
ORD0003147,CUST00147,STORE0007,2026-03-06,Completed,PAY0003147
ORD0003165,CUST00117,STORE0016,2026-03-06,Completed,PAY0003165
ORD0003496,CUST00076,STORE0014,2026-03-06,Completed,PAY0003496
ORD0003610,CUST00014,STORE0004,2026-03-06,Completed,PAY0003610
ORD0003682,CUST00098,STORE0016,2026-03-06,Cancelled,PAY0003682
ORD0003888,CUST00081,STORE0007,2026-03-06,Completed,PAY0003888
ORD0000013,CUST00009,STORE0001,2026-03-07,Completed,PAY0000013
ORD0000774,CUST00086,STORE0016,2026-03-07,Completed,PAY0000774
ORD0001413,CUST00147,STORE0010,2026-03-07,Completed,PAY0001413
ORD0001448,CUST00074,STORE0007,2026-03-07,Completed,PAY0001448
ORD0001680,CUST00011,STORE0012,2026-03-07,Completed,PAY0001680
ORD0001731,CUST00123,STORE0011,2026-03-07,Completed,PAY0001731
ORD0002744,CUST00103,STORE0013,2026-03-07,Completed,PAY0002744
ORD0002869,CUST00113,STORE0004,2026-03-07,Completed,PAY0002869
ORD0003006,CUST00095,STORE0018,2026-03-07,Completed,PAY0003006
ORD0003383,CUST00040,STORE0017,2026-03-07,Completed,PAY0003383
ORD0003470,CUST00095,STORE0018,2026-03-07,Completed,PAY0003470
ORD0003588,CUST00060,STORE0017,2026-03-07,Completed,PAY0003588
ORD0004061,CUST00042,STORE0004,2026-03-07,Completed,PAY0004061
ORD0004090,CUST00110,STORE0013,2026-03-07,Completed,PAY0004090
ORD0000447,CUST00109,STORE0014,2026-03-08,Completed,PAY0000447
ORD0001399,CUST00071,STORE0004,2026-03-08,Completed,PAY0001399
ORD0002126,CUST00037,STORE0010,2026-03-08,Completed,PAY0002126
ORD0003139,CUST00137,STORE0016,2026-03-08,Completed,PAY0003139
ORD0003415,CUST00016,STORE0003,2026-03-08,Completed,PAY0003415
ORD0003670,CUST00087,STORE0018,2026-03-08,Completed,PAY0003670
ORD0003738,CUST00098,STORE0009,2026-03-08,Completed,PAY0003738
ORD0004199,CUST00002,STORE0018,2026-03-08,Completed,PAY0004199
ORD0000103,CUST00042,STORE0011,2026-03-09,Completed,PAY0000103
ORD0000164,CUST00054,STORE0004,2026-03-09,Completed,PAY0000164
ORD0000445,CUST00116,STORE0009,2026-03-09,Completed,PAY0000445
ORD0000488,CUST00123,STORE0015,2026-03-09,Completed,PAY0000488
ORD0001344,CUST00130,STORE0006,2026-03-09,Completed,PAY0001344
ORD0002146,CUST00134,STORE0005,2026-03-09,Completed,PAY0002146
ORD0002174,CUST00081,STORE0005,2026-03-09,Completed,PAY0002174
ORD0002182,CUST00059,STORE0015,2026-03-09,Completed,PAY0002182
ORD0002196,CUST00067,STORE0016,2026-03-09,Completed,PAY0002196
ORD0002203,CUST00052,STORE0011,2026-03-09,Completed,PAY0002203
ORD0002388,CUST00012,STORE0013,2026-03-09,Completed,PAY0002388
ORD0002784,CUST00032,STORE0005,2026-03-09,Completed,PAY0002784
ORD0003287,CUST00081,STORE0004,2026-03-09,Completed,PAY0003287
ORD0003476,CUST00059,STORE0012,2026-03-09,Completed,PAY0003476
ORD0000158,CUST00066,STORE0011,2026-03-10,Completed,PAY0000158
ORD0000380,CUST00084,STORE0005,2026-03-10,Completed,PAY0000380
ORD0000673,CUST00127,STORE0013,2026-03-10,Completed,PAY0000673
ORD0000765,CUST00110,STORE0012,2026-03-10,Completed,PAY0000765
ORD0000772,CUST00046,STORE0016,2026-03-10,Completed,PAY0000772
ORD0000779,CUST00058,STORE0016,2026-03-10,Completed,PAY0000779
ORD0000784,CUST00034,STORE0004,2026-03-10,Completed,PAY0000784
ORD0001164,CUST00047,STORE0005,2026-03-10,Completed,PAY0001164
ORD0002235,CUST00036,STORE0008,2026-03-10,Completed,PAY0002235
ORD0002297,CUST00071,STORE0018,2026-03-10,Completed,PAY0002297
ORD0002618,CUST00115,STORE0011,2026-03-10,Completed,PAY0002618
ORD0002968,CUST00012,STORE0008,2026-03-10,Completed,PAY0002968
ORD0003047,CUST00071,STORE0012,2026-03-10,Completed,PAY0003047
ORD0003272,CUST00003,STORE0016,2026-03-10,Completed,PAY0003272
ORD0003668,CUST00125,STORE0010,2026-03-10,Completed,PAY0003668
ORD0003719,CUST00027,STORE0008,2026-03-10,Completed,PAY0003719
ORD0003831,CUST00047,STORE0005,2026-03-10,Completed,PAY0003831
ORD0004034,CUST00023,STORE0003,2026-03-10,Completed,PAY0004034
ORD0000951,CUST00055,STORE0003,2026-03-11,Completed,PAY0000951
ORD0001039,CUST00146,STORE0004,2026-03-11,Completed,PAY0001039
ORD0001483,CUST00017,STORE0018,2026-03-11,Completed,PAY0001483
ORD0002265,CUST00104,STORE0013,2026-03-11,Completed,PAY0002265
ORD0002352,CUST00008,STORE0007,2026-03-11,Completed,PAY0002352
ORD0002411,CUST00126,STORE0010,2026-03-11,Completed,PAY0002411
ORD0002944,CUST00023,STORE0014,2026-03-11,Completed,PAY0002944
ORD0002994,CUST00083,STORE0012,2026-03-11,Completed,PAY0002994
ORD0003142,CUST00025,STORE0008,2026-03-11,Cancelled,PAY0003142
ORD0003234,CUST00109,STORE0004,2026-03-11,Completed,PAY0003234
ORD0003761,CUST00063,STORE0007,2026-03-11,Completed,PAY0003761
ORD0003934,CUST00136,STORE0001,2026-03-11,Completed,PAY0003934
ORD0000038,CUST00064,STORE0008,2026-03-12,Completed,PAY0000038
ORD0000280,CUST00108,STORE0001,2026-03-12,Cancelled,PAY0000280
ORD0000500,CUST00108,STORE0016,2026-03-12,Completed,PAY0000500
ORD0000520,CUST00022,STORE0012,2026-03-12,Completed,PAY0000520
ORD0001701,CUST00074,STORE0014,2026-03-12,Completed,PAY0001701
ORD0001839,CUST00063,STORE0005,2026-03-12,Completed,PAY0001839
ORD0002028,CUST00055,STORE0002,2026-03-12,Completed,PAY0002028
ORD0003082,CUST00101,STORE0011,2026-03-12,Completed,PAY0003082
ORD0003462,CUST00069,STORE0018,2026-03-12,Completed,PAY0003462
ORD0003483,CUST00095,STORE0010,2026-03-12,Completed,PAY0003483
ORD0003805,CUST00038,STORE0011,2026-03-12,Completed,PAY0003805
ORD0003966,CUST00032,STORE0003,2026-03-12,Completed,PAY0003966
ORD0000355,CUST00016,STORE0011,2026-03-13,Completed,PAY0000355
ORD0000357,CUST00100,STORE0016,2026-03-13,Completed,PAY0000357
ORD0000476,CUST00075,STORE0004,2026-03-13,Completed,PAY0000476
ORD0000761,CUST00058,STORE0010,2026-03-13,Completed,PAY0000761
ORD0000798,CUST00126,STORE0002,2026-03-13,Completed,PAY0000798
ORD0001394,CUST00104,STORE0004,2026-03-13,Completed,PAY0001394
ORD0001621,CUST00075,STORE0001,2026-03-13,Completed,PAY0001621
ORD0001813,CUST00017,STORE0018,2026-03-13,Completed,PAY0001813
ORD0001859,CUST00115,STORE0018,2026-03-13,Completed,PAY0001859
ORD0001908,CUST00028,STORE0003,2026-03-13,Completed,PAY0001908
ORD0002231,CUST00009,STORE0007,2026-03-13,Completed,PAY0002231
ORD0002430,CUST00001,STORE0001,2026-03-13,Completed,PAY0002430
ORD0002524,CUST00057,STORE0012,2026-03-13,Completed,PAY0002524
ORD0002844,CUST00033,STORE0015,2026-03-13,Cancelled,PAY0002844
ORD0003061,CUST00075,STORE0006,2026-03-13,Completed,PAY0003061
ORD0003203,CUST00097,STORE0014,2026-03-13,Completed,PAY0003203
ORD0004083,CUST00022,STORE0011,2026-03-13,Completed,PAY0004083
ORD0000370,CUST00096,STORE0016,2026-03-14,Completed,PAY0000370
ORD0000382,CUST00101,STORE0008,2026-03-14,Completed,PAY0000382
ORD0000514,CUST00009,STORE0012,2026-03-14,Completed,PAY0000514
ORD0000522,CUST00039,STORE0013,2026-03-14,Cancelled,PAY0000522
ORD0000810,CUST00138,STORE0012,2026-03-14,Completed,PAY0000810
ORD0000978,CUST00077,STORE0015,2026-03-14,Completed,PAY0000978
ORD0001287,CUST00081,STORE0003,2026-03-14,Completed,PAY0001287
ORD0001369,CUST00104,STORE0008,2026-03-14,Completed,PAY0001369
ORD0001608,CUST00011,STORE0001,2026-03-14,Completed,PAY0001608
ORD0001939,CUST00001,STORE0016,2026-03-14,Completed,PAY0001939
ORD0002129,CUST00079,STORE0008,2026-03-14,Completed,PAY0002129
ORD0002191,CUST00078,STORE0007,2026-03-14,Completed,PAY0002191
ORD0002304,CUST00028,STORE0009,2026-03-14,Completed,PAY0002304
ORD0002315,CUST00137,STORE0010,2026-03-14,Completed,PAY0002315
ORD0002429,CUST00150,STORE0015,2026-03-14,Completed,PAY0002429
ORD0002619,CUST00113,STORE0003,2026-03-14,Completed,PAY0002619
ORD0002732,CUST00120,STORE0007,2026-03-14,Completed,PAY0002732
ORD0002849,CUST00139,STORE0002,2026-03-14,Completed,PAY0002849
ORD0002928,CUST00071,STORE0018,2026-03-14,Completed,PAY0002928
ORD0003038,CUST00130,STORE0011,2026-03-14,Completed,PAY0003038
ORD0003503,CUST00021,STORE0010,2026-03-14,Completed,PAY0003503
ORD0004019,CUST00077,STORE0012,2026-03-14,Completed,PAY0004019
ORD0004085,CUST00024,STORE0001,2026-03-14,Completed,PAY0004085
ORD0000146,CUST00121,STORE0011,2026-03-15,Completed,PAY0000146
ORD0000410,CUST00133,STORE0010,2026-03-15,Completed,PAY0000410
ORD0000826,CUST00086,STORE0004,2026-03-15,Completed,PAY0000826
ORD0000918,CUST00089,STORE0017,2026-03-15,Completed,PAY0000918
ORD0001082,CUST00075,STORE0007,2026-03-15,Completed,PAY0001082
ORD0001212,CUST00102,STORE0012,2026-03-15,Completed,PAY0001212
ORD0001602,CUST00132,STORE0011,2026-03-15,Completed,PAY0001602
ORD0001681,CUST00124,STORE0002,2026-03-15,Cancelled,PAY0001681
ORD0001764,CUST00046,STORE0011,2026-03-15,Completed,PAY0001764
ORD0001806,CUST00091,STORE0005,2026-03-15,Completed,PAY0001806
ORD0001844,CUST00094,STORE0004,2026-03-15,Completed,PAY0001844
ORD0001878,CUST00018,STORE0010,2026-03-15,Completed,PAY0001878
ORD0002073,CUST00030,STORE0017,2026-03-15,Completed,PAY0002073
ORD0003137,CUST00077,STORE0001,2026-03-15,Completed,PAY0003137
ORD0003163,CUST00097,STORE0008,2026-03-15,Cancelled,PAY0003163
ORD0003394,CUST00078,STORE0001,2026-03-15,Completed,PAY0003394
ORD0003426,CUST00118,STORE0005,2026-03-15,Completed,PAY0003426
ORD0003660,CUST00103,STORE0010,2026-03-15,Completed,PAY0003660
ORD0000292,CUST00132,STORE0017,2026-03-16,Completed,PAY0000292
ORD0000392,CUST00041,STORE0008,2026-03-16,Completed,PAY0000392
ORD0001280,CUST00026,STORE0004,2026-03-16,Completed,PAY0001280
ORD0001453,CUST00011,STORE0001,2026-03-16,Completed,PAY0001453
ORD0002726,CUST00116,STORE0012,2026-03-16,Completed,PAY0002726
ORD0002851,CUST00004,STORE0002,2026-03-16,Completed,PAY0002851
ORD0003048,CUST00063,STORE0011,2026-03-16,Completed,PAY0003048
ORD0003196,CUST00023,STORE0012,2026-03-16,Completed,PAY0003196
ORD0003451,CUST00042,STORE0010,2026-03-16,Completed,PAY0003451
ORD0003516,CUST00086,STORE0018,2026-03-16,Completed,PAY0003516
ORD0000204,CUST00147,STORE0002,2026-03-17,Completed,PAY0000204
ORD0000208,CUST00119,STORE0005,2026-03-17,Completed,PAY0000208
ORD0000291,CUST00126,STORE0008,2026-03-17,Completed,PAY0000291
ORD0000328,CUST00045,STORE0016,2026-03-17,Completed,PAY0000328
ORD0000551,CUST00052,STORE0008,2026-03-17,Cancelled,PAY0000551
ORD0001206,CUST00024,STORE0014,2026-03-17,Cancelled,PAY0001206
ORD0001256,CUST00065,STORE0013,2026-03-17,Completed,PAY0001256
ORD0001559,CUST00142,STORE0015,2026-03-17,Completed,PAY0001559
ORD0001577,CUST00067,STORE0007,2026-03-17,Cancelled,PAY0001577
ORD0002367,CUST00084,STORE0018,2026-03-17,Completed,PAY0002367
ORD0002420,CUST00114,STORE0005,2026-03-17,Completed,PAY0002420
ORD0002678,CUST00139,STORE0005,2026-03-17,Completed,PAY0002678
ORD0002712,CUST00055,STORE0004,2026-03-17,Completed,PAY0002712
ORD0002795,CUST00074,STORE0006,2026-03-17,Completed,PAY0002795
ORD0003587,CUST00024,STORE0017,2026-03-17,Completed,PAY0003587
ORD0004107,CUST00088,STORE0009,2026-03-17,Cancelled,PAY0004107
ORD0004110,CUST00034,STORE0005,2026-03-17,Completed,PAY0004110
ORD0000023,CUST00113,STORE0014,2026-03-18,Completed,PAY0000023
ORD0000735,CUST00145,STORE0009,2026-03-18,Completed,PAY0000735
ORD0001372,CUST00117,STORE0014,2026-03-18,Completed,PAY0001372
ORD0001464,CUST00031,STORE0011,2026-03-18,Completed,PAY0001464
ORD0001486,CUST00086,STORE0009,2026-03-18,Completed,PAY0001486
ORD0001763,CUST00089,STORE0007,2026-03-18,Completed,PAY0001763
ORD0001987,CUST00141,STORE0010,2026-03-18,Completed,PAY0001987
ORD0002713,CUST00053,STORE0001,2026-03-18,Completed,PAY0002713
ORD0002761,CUST00055,STORE0017,2026-03-18,Completed,PAY0002761
ORD0003518,CUST00016,STORE0006,2026-03-18,Completed,PAY0003518
ORD0003736,CUST00076,STORE0007,2026-03-18,Completed,PAY0003736
ORD0003747,CUST00032,STORE0016,2026-03-18,Cancelled,PAY0003747
ORD0003838,CUST00099,STORE0014,2026-03-18,Completed,PAY0003838
ORD0004078,CUST00135,STORE0018,2026-03-18,Completed,PAY0004078
ORD0004194,CUST00025,STORE0010,2026-03-18,Completed,PAY0004194
ORD0000020,CUST00031,STORE0016,2026-03-19,Completed,PAY0000020
ORD0000590,CUST00107,STORE0008,2026-03-19,Completed,PAY0000590
ORD0000721,CUST00036,STORE0007,2026-03-19,Completed,PAY0000721
ORD0000902,CUST00129,STORE0002,2026-03-19,Completed,PAY0000902
ORD0001117,CUST00014,STORE0009,2026-03-19,Completed,PAY0001117
ORD0001485,CUST00078,STORE0016,2026-03-19,Completed,PAY0001485
ORD0001642,CUST00094,STORE0018,2026-03-19,Completed,PAY0001642
ORD0002495,CUST00051,STORE0002,2026-03-19,Completed,PAY0002495
ORD0002762,CUST00109,STORE0009,2026-03-19,Completed,PAY0002762
ORD0003087,CUST00087,STORE0014,2026-03-19,Completed,PAY0003087
ORD0003125,CUST00007,STORE0004,2026-03-19,Completed,PAY0003125
ORD0003178,CUST00131,STORE0007,2026-03-19,Completed,PAY0003178
ORD0003423,CUST00140,STORE0013,2026-03-19,Completed,PAY0003423
ORD0003460,CUST00056,STORE0007,2026-03-19,Completed,PAY0003460
ORD0003488,CUST00065,STORE0003,2026-03-19,Completed,PAY0003488
ORD0004046,CUST00122,STORE0005,2026-03-19,Completed,PAY0004046
ORD0000560,CUST00131,STORE0017,2026-03-20,Completed,PAY0000560
ORD0000869,CUST00009,STORE0003,2026-03-20,Completed,PAY0000869
ORD0001496,CUST00036,STORE0018,2026-03-20,Cancelled,PAY0001496
ORD0001861,CUST00077,STORE0013,2026-03-20,Cancelled,PAY0001861
ORD0002100,CUST00093,STORE0003,2026-03-20,Cancelled,PAY0002100
ORD0002140,CUST00013,STORE0002,2026-03-20,Completed,PAY0002140
ORD0002796,CUST00054,STORE0015,2026-03-20,Completed,PAY0002796
ORD0002965,CUST00137,STORE0014,2026-03-20,Completed,PAY0002965
ORD0003116,CUST00040,STORE0015,2026-03-20,Completed,PAY0003116
ORD0003528,CUST00004,STORE0004,2026-03-20,Completed,PAY0003528
ORD0003730,CUST00107,STORE0010,2026-03-20,Completed,PAY0003730
ORD0003927,CUST00005,STORE0009,2026-03-20,Cancelled,PAY0003927
ORD0000232,CUST00040,STORE0001,2026-03-21,Completed,PAY0000232
ORD0000368,CUST00106,STORE0016,2026-03-21,Completed,PAY0000368
ORD0000616,CUST00093,STORE0012,2026-03-21,Completed,PAY0000616
ORD0001260,CUST00058,STORE0018,2026-03-21,Completed,PAY0001260
ORD0001269,CUST00009,STORE0002,2026-03-21,Completed,PAY0001269
ORD0001625,CUST00004,STORE0007,2026-03-21,Completed,PAY0001625
ORD0001768,CUST00039,STORE0014,2026-03-21,Cancelled,PAY0001768
ORD0002111,CUST00150,STORE0011,2026-03-21,Completed,PAY0002111
ORD0002179,CUST00037,STORE0002,2026-03-21,Completed,PAY0002179
ORD0002197,CUST00067,STORE0013,2026-03-21,Completed,PAY0002197
ORD0002474,CUST00066,STORE0002,2026-03-21,Completed,PAY0002474
ORD0002785,CUST00042,STORE0015,2026-03-21,Completed,PAY0002785
ORD0003112,CUST00099,STORE0013,2026-03-21,Completed,PAY0003112
ORD0003400,CUST00101,STORE0013,2026-03-21,Completed,PAY0003400
ORD0000202,CUST00111,STORE0015,2026-03-22,Completed,PAY0000202
ORD0000326,CUST00056,STORE0007,2026-03-22,Completed,PAY0000326
ORD0000740,CUST00127,STORE0013,2026-03-22,Completed,PAY0000740
ORD0000776,CUST00126,STORE0015,2026-03-22,Completed,PAY0000776
ORD0000807,CUST00126,STORE0015,2026-03-22,Completed,PAY0000807
ORD0000873,CUST00146,STORE0002,2026-03-22,Completed,PAY0000873
ORD0001499,CUST00046,STORE0010,2026-03-22,Completed,PAY0001499
ORD0001786,CUST00005,STORE0012,2026-03-22,Completed,PAY0001786
ORD0002412,CUST00111,STORE0009,2026-03-22,Completed,PAY0002412
ORD0003192,CUST00150,STORE0002,2026-03-22,Completed,PAY0003192
ORD0003343,CUST00125,STORE0003,2026-03-22,Completed,PAY0003343
ORD0003413,CUST00133,STORE0017,2026-03-22,Completed,PAY0003413
ORD0003819,CUST00119,STORE0016,2026-03-22,Completed,PAY0003819
ORD0000091,CUST00132,STORE0014,2026-03-23,Completed,PAY0000091
ORD0000345,CUST00066,STORE0006,2026-03-23,Completed,PAY0000345
ORD0000688,CUST00088,STORE0016,2026-03-23,Completed,PAY0000688
ORD0000952,CUST00017,STORE0002,2026-03-23,Completed,PAY0000952
ORD0000996,CUST00009,STORE0012,2026-03-23,Completed,PAY0000996
ORD0001100,CUST00072,STORE0005,2026-03-23,Completed,PAY0001100
ORD0001539,CUST00113,STORE0012,2026-03-23,Completed,PAY0001539
ORD0001570,CUST00054,STORE0008,2026-03-23,Completed,PAY0001570
ORD0001605,CUST00089,STORE0014,2026-03-23,Completed,PAY0001605
ORD0002016,CUST00080,STORE0014,2026-03-23,Cancelled,PAY0002016
ORD0002253,CUST00049,STORE0004,2026-03-23,Completed,PAY0002253
ORD0002542,CUST00043,STORE0014,2026-03-23,Completed,PAY0002542
ORD0002631,CUST00039,STORE0012,2026-03-23,Completed,PAY0002631
ORD0003563,CUST00064,STORE0016,2026-03-23,Completed,PAY0003563
ORD0003752,CUST00103,STORE0006,2026-03-23,Completed,PAY0003752
ORD0003909,CUST00036,STORE0002,2026-03-23,Cancelled,PAY0003909
ORD0004091,CUST00104,STORE0017,2026-03-23,Completed,PAY0004091
ORD0004131,CUST00028,STORE0002,2026-03-23,Completed,PAY0004131
ORD0000102,CUST00003,STORE0012,2026-03-24,Cancelled,PAY0000102
ORD0000221,CUST00082,STORE0006,2026-03-24,Completed,PAY0000221
ORD0000324,CUST00107,STORE0014,2026-03-24,Completed,PAY0000324
ORD0000450,CUST00034,STORE0004,2026-03-24,Completed,PAY0000450
ORD0000542,CUST00110,STORE0005,2026-03-24,Completed,PAY0000542
ORD0000621,CUST00118,STORE0011,2026-03-24,Completed,PAY0000621
ORD0000689,CUST00065,STORE0009,2026-03-24,Completed,PAY0000689
ORD0001278,CUST00027,STORE0004,2026-03-24,Cancelled,PAY0001278
ORD0001656,CUST00117,STORE0006,2026-03-24,Completed,PAY0001656
ORD0001709,CUST00121,STORE0010,2026-03-24,Completed,PAY0001709
ORD0002220,CUST00100,STORE0018,2026-03-24,Completed,PAY0002220
ORD0002274,CUST00092,STORE0015,2026-03-24,Completed,PAY0002274
ORD0002700,CUST00124,STORE0011,2026-03-24,Completed,PAY0002700
ORD0002752,CUST00039,STORE0015,2026-03-24,Completed,PAY0002752
ORD0002776,CUST00019,STORE0004,2026-03-24,Completed,PAY0002776
ORD0003052,CUST00021,STORE0018,2026-03-24,Completed,PAY0003052
ORD0003799,CUST00020,STORE0001,2026-03-24,Completed,PAY0003799
