ReturnID,OrderID,OrderItemID,ReturnDate,ReturnReason,ReturnStatus
RET0000356,ORD0003698,ITEM00002231,2026-02-27,Damaged,Rejected
RET0000357,ORD0004083,ITEM00003146,2026-03-18,Wrong Item,Approved
RET0000358,ORD0000531,ITEM00002827,2026-07-18,Wrong Item,Approved
RET0000359,ORD0001333,ITEM00000489,2026-09-24,Wrong Item,Approved
RET0000360,ORD0002236,ITEM00003229,2026-09-03,Wrong Item,Approved
RET0000361,ORD0003946,ITEM00001991,2026-05-23,Wrong Item,Rejected
RET0000362,ORD0002070,ITEM00002423,2026-06-14,Quality Issue,Rejected
RET0000363,ORD0004079,ITEM00000533,2026-06-04,Damaged,Approved
RET0000364,ORD0003046,ITEM00000854,2026-08-12,Wrong Item,Approved
RET0000365,ORD0002219,ITEM00003485,2026-06-03,Wrong Item,Approved
RET0000366,ORD0002419,ITEM00000196,2026-01-29,Quality Issue,Approved
RET0000367,ORD0003982,ITEM00001710,2026-05-23,Quality Issue,Rejected
RET0000368,ORD0003490,ITEM00000194,2026-02-19,Wrong Item,Rejected
RET0000369,ORD0002152,ITEM00002575,2026-02-28,Wrong Item,Approved
RET0000370,ORD0002952,ITEM00002716,2026-08-23,Late Delivery,Approved
RET0000371,ORD0002694,ITEM00001067,2026-02-03,Damaged,Approved
RET0000372,ORD0002247,ITEM00000324,2026-05-26,Damaged,Approved
RET0000373,ORD0003563,ITEM00001002,2026-04-08,Customer Changed Mind,Approved
RET0000374,ORD0001251,ITEM00000797,2026-02-04,Damaged,Approved
RET0000375,ORD0002366,ITEM00002652,2026-06-06,Customer Changed Mind,Approved
RET0000376,ORD0003521,ITEM00001503,2026-03-02,Late Delivery,Approved
RET0000377,ORD0000132,ITEM00003709,2026-07-15,Damaged,Approved
RET0000378,ORD0000329,ITEM00000646,2026-02-18,Customer Changed Mind,Approved
RET0000379,ORD0000950,ITEM00001421,2026-05-02,Quality Issue,Approved
RET0000380,ORD0001441,ITEM00003243,2026-03-19,Damaged,Approved
RET0000381,ORD0000752,ITEM00000596,2026-07-02,Quality Issue,Approved
RET0000382,ORD0001100,ITEM00001860,2026-04-03,Customer Changed Mind,Approved
RET0000383,ORD0000266,ITEM00002565,2026-02-01,Customer Changed Mind,Approved
RET0000384,ORD0003123,ITEM00001229,2026-02-19,Wrong Item,Approved
RET0000385,ORD0001121,ITEM00003782,2026-03-18,Quality Issue,Approved
RET0000386,ORD0001180,ITEM00002320,2026-05-23,Customer Changed Mind,Approved
RET0000387,ORD0002866,ITEM00003722,2026-09-30,Customer Changed Mind,Approved
RET0000388,ORD0003941,ITEM00001042,2026-03-18,Wrong Item,Approved
RET0000389,ORD0003690,ITEM00003852,2026-05-31,Customer Changed Mind,Approved
RET0000390,ORD0003459,ITEM00000461,2026-09-16,Damaged,Approved
RET0000391,ORD0002724,ITEM00000325,2026-02-17,Customer Changed Mind,Approved
RET0000392,ORD0000383,ITEM00000401,2026-08-16,Customer Changed Mind,Approved
RET0000393,ORD0000972,ITEM00001116,2026-04-13,Late Delivery,Approved
RET0000394,ORD0003414,ITEM00003633,2026-07-20,Wrong Item,Approved
RET0000395,ORD0004134,ITEM00001320,2026-07-05,Damaged,Rejected
RET0000396,ORD0002966,ITEM00003086,2026-06-02,Wrong Item,Approved
RET0000397,ORD0002508,ITEM00000339,2026-09-26,Damaged,Approved
RET0000398,ORD0002571,ITEM00001388,2026-05-20,Damaged,Rejected
RET0000399,ORD0003539,ITEM00001029,2026-06-01,Quality Issue,Approved
RET0000400,ORD0001198,ITEM00003541,2026-08-14,Damaged,Approved
RET0000401,ORD0003537,ITEM00002090,2026-07-06,Customer Changed Mind,Approved
RET0000402,ORD0000908,ITEM00000668,2026-05-27,Damaged,Approved
RET0000403,ORD0000228,ITEM00001094,2026-08-14,Customer Changed Mind,Approved
RET0000404,ORD0003587,ITEM00002200,2026-04-01,Damaged,Approved
RET0000405,ORD0001037,ITEM00003721,2026-05-01,Quality Issue,Approved
RET0000406,ORD0004054,ITEM00001232,2026-07-18,Quality Issue,Approved
RET0000407,ORD0001986,ITEM00003774,2026-06-07,Customer Changed Mind,Approved
RET0000408,ORD0004165,ITEM00000638,2026-08-04,Wrong Item,Approved
RET0000409,ORD0001160,ITEM00000302,2026-01-26,Customer Changed Mind,Approved
RET0000410,ORD0002239,ITEM00002979,2026-09-02,Late Delivery,Approved
RET0000411,ORD0001421,ITEM00000518,2026-06-04,Quality Issue,Approved
RET0000412,ORD0000666,ITEM00000863,2026-03-09,Wrong Item,Approved
RET0000413,ORD0000487,ITEM00003153,2026-08-21,Late Delivery,Approved
RET0000414,ORD0002878,ITEM00003717,2026-05-16,Customer Changed Mind,Approved
RET0000415,ORD0000611,ITEM00000787,2026-04-25,Late Delivery,Approved
RET0000416,ORD0002432,ITEM00001975,2026-09-20,Late Delivery,Approved
RET0000417,ORD0002309,ITEM00003524,2026-01-09,Quality Issue,Approved
RET0000418,ORD0002452,ITEM00003839,2026-07-11,Late Delivery,Approved
RET0000419,ORD0000958,ITEM00002641,2026-06-16,Customer Changed Mind,Approved
RET0000420,ORD0000067,ITEM00002770,2026-03-02,Customer Changed Mind,Approved
RET0000421,ORD0001607,ITEM00002026,2026-04-03,Late Delivery,Approved
RET0000422,ORD0002196,ITEM00000505,2026-03-30,Damaged,Approved
RET0000423,ORD0002700,ITEM00000197,2026-04-14,Quality Issue,Approved
RET0000424,ORD0002961,ITEM00000386,2026-08-18,Customer Changed Mind,Approved
RET0000425,ORD0002960,ITEM00001169,2026-05-21,Late Delivery,Approved
RET0000426,ORD0000259,ITEM00001733,2026-06-24,Quality Issue,Approved
RET0000427,ORD0001842,ITEM00001057,2026-05-10,Wrong Item,Approved
RET0000428,ORD0002029,ITEM00003313,2026-05-03,Damaged,Approved
RET0000429,ORD0003388,ITEM00002361,2026-08-07,Late Delivery,Approved
RET0000430,ORD0000926,ITEM00001365,2026-02-25,Wrong Item,Approved
RET0000431,ORD0000657,ITEM00003120,2026-08-23,Customer Changed Mind,Approved
RET0000432,ORD0003354,ITEM00001363,2026-06-18,Customer Changed Mind,Approved
RET0000433,ORD0002544,ITEM00001910,2026-02-02,Wrong Item,Approved
RET0000434,ORD0003119,ITEM00000472,2026-06-29,Customer Changed Mind,Approved
RET0000435,ORD0001339,ITEM00000718,2026-08-30,Damaged,Approved
RET0000436,ORD0001533,ITEM00001366,2026-02-20,Customer Changed Mind,Approved
RET0000437,ORD0003957,ITEM00001486,2026-06-15,Wrong Item,Rejected
RET0000438,ORD0001100,ITEM00001981,2026-04-18,Wrong Item,Approved
RET0000439,ORD0003830,ITEM00000403,2026-06-04,Late Delivery,Approved
RET0000440,ORD0002477,ITEM00003379,2026-03-16,Customer Changed Mind,Approved
RET0000441,ORD0000983,ITEM00001585,2026-05-18,Late Delivery,Approved
RET0000442,ORD0001036,ITEM00001720,2026-05-18,Wrong Item,Rejected
RET0000443,ORD0000920,ITEM00000471,2026-03-23,Customer Changed Mind,Rejected
RET0000444,ORD0004145,ITEM00002338,2026-09-15,Wrong Item,Approved
RET0000445,ORD0003491,ITEM00001982,2026-06-25,Damaged,Approved
RET0000446,ORD0001302,ITEM00001321,2026-01-28,Damaged,Approved
RET0000447,ORD0003539,ITEM00002628,2026-05-19,Wrong Item,Approved
RET0000448,ORD0003583,ITEM00003136,2026-07-23,Quality Issue,Approved
RET0000449,ORD0000904,ITEM00003414,2026-07-22,Damaged,Approved
RET0000450,ORD0003259,ITEM00001114,2026-05-18,Customer Changed Mind,Approved
RET0000451,ORD0003286,ITEM00002771,2026-05-28,Quality Issue,Approved
RET0000452,ORD0002131,ITEM00003055,2026-07-20,Damaged,Approved
RET0000453,ORD0001990,ITEM00002049,2026-08-30,Quality Issue,Approved
RET0000454,ORD0003434,ITEM00000583,2026-05-05,Late Delivery,Approved
RET0000455,ORD0000875,ITEM00002283,2026-01-25,Wrong Item,Approved
RET0000456,ORD0000551,ITEM00003857,2026-03-22,Late Delivery,Approved
RET0000457,ORD0003242,ITEM00001087,2026-07-30,Wrong Item,Approved
RET0000458,ORD0003884,ITEM00000971,2026-05-06,Customer Changed Mind,Approved
RET0000459,ORD0000060,ITEM00002158,2026-02-07,Late Delivery,Approved
RET0000460,ORD0002789,ITEM00002087,2026-07-06,Customer Changed Mind,Approved
RET0000461,ORD0003650,ITEM00000578,2026-08-17,Damaged,Approved
RET0000462,ORD0002520,ITEM00002768,2026-10-01,Customer Changed Mind,Approved
RET0000463,ORD0001742,ITEM00002564,2026-02-09,Damaged,Approved
RET0000464,ORD0004148,ITEM00003575,2026-03-23,Damaged,Approved
RET0000465,ORD0003795,ITEM00000774,2026-05-02,Damaged,Approved
RET0000466,ORD0001695,ITEM00001742,2026-06-06,Late Delivery,Approved
RET0000467,ORD0000060,ITEM00002996,2026-01-29,Damaged,Approved
RET0000468,ORD0003352,ITEM00003579,2026-04-12,Quality Issue,Approved
RET0000469,ORD0003714,ITEM00003125,2026-04-20,Late Delivery,Approved
RET0000470,ORD0003035,ITEM00002604,2026-06-27,Damaged,Approved
RET0000471,ORD0002147,ITEM00000086,2026-08-01,Quality Issue,Approved
RET0000472,ORD0001623,ITEM00000970,2026-02-04,Customer Changed Mind,Approved
RET0000473,ORD0000094,ITEM00001015,2026-03-11,Wrong Item,Approved
RET0000474,ORD0000806,ITEM00003971,2026-08-04,Damaged,Approved
RET0000475,ORD0000468,ITEM00002191,2026-03-10,Quality Issue,Approved
RET0000476,ORD0003103,ITEM00001275,2026-08-03,Damaged,Approved
RET0000477,ORD0001302,ITEM00000735,2026-01-11,Wrong Item,Approved
RET0000478,ORD0002299,ITEM00001723,2026-07-15,Late Delivery,Approved
RET0000479,ORD0000080,ITEM00000204,2026-07-07,Late Delivery,Approved
RET0000480,ORD0000930,ITEM00003572,2026-08-30,Customer Changed Mind,Approved
RET0000481,ORD0000595,ITEM00000260,2026-02-18,Late Delivery,Approved
RET0000482,ORD0003320,ITEM00003290,2026-01-29,Wrong Item,Approved
RET0000483,ORD0003427,ITEM00002978,2026-03-30,Late Delivery,Approved
RET0000484,ORD0000984,ITEM00000371,2026-06-27,Customer Changed Mind,Approved
RET0000485,ORD0001071,ITEM00001466,2026-06-13,Damaged,Approved
RET0000486,ORD0002724,ITEM00000305,2026-02-07,Customer Changed Mind,Approved
RET0000487,ORD0002273,ITEM00000904,2026-07-15,Quality Issue,Approved
RET0000488,ORD0002953,ITEM00003122,2026-09-10,Customer Changed Mind,Approved
RET0000489,ORD0002466,ITEM00001148,2026-05-24,Damaged,Approved
RET0000490,ORD0002821,ITEM00001440,2026-02-20,Late Delivery,Approved
RET0000491,ORD0003980,ITEM00003779,2026-02-14,Wrong Item,Approved
RET0000492,ORD0001404,ITEM00003777,2026-05-23,Damaged,Approved
RET0000493,ORD0003507,ITEM00003447,2026-03-24,Wrong Item,Approved
RET0000494,ORD0003428,ITEM00002562,2026-03-17,Wrong Item,Approved
RET0000495,ORD0001033,ITEM00003960,2026-03-14,Damaged,Approved
RET0000496,ORD0004140,ITEM00001172,2026-02-25,Damaged,Approved
RET0000497,ORD0004095,ITEM00003354,2026-04-24,Late Delivery,Rejected
RET0000498,ORD0001690,ITEM00002433,2026-04-29,Wrong Item,Approved
RET0000499,ORD0003152,ITEM00002277,2026-04-23,Customer Changed Mind,Approved
RET0000500,ORD0002242,ITEM00002900,2026-04-23,Damaged,Approved
RET0000501,ORD0004120,ITEM00000887,2026-08-06,Late Delivery,Approved
RET0000502,ORD0003420,ITEM00000826,2026-07-23,Wrong Item,Approved
RET0000503,ORD0001823,ITEM00002398,2026-05-30,Customer Changed Mind,Approved
RET0000504,ORD0002294,ITEM00001741,2026-07-23,Damaged,Approved
RET0000505,ORD0002563,ITEM00001679,2026-05-28,Late Delivery,Approved
RET0000506,ORD0001702,ITEM00001926,2026-06-28,Quality Issue,Approved
RET0000507,ORD0000034,ITEM00001749,2026-07-29,Customer Changed Mind,Approved
RET0000508,ORD0002735,ITEM00000501,2026-09-13,Wrong Item,Approved
RET0000509,ORD0003863,ITEM00000045,2026-03-01,Late Delivery,Approved
RET0000510,ORD0000301,ITEM00002041,2026-02-19,Late Delivery,Approved
RET0000511,ORD0003282,ITEM00003744,2026-05-11,Customer Changed Mind,Approved
RET0000512,ORD0003431,ITEM00000264,2026-04-25,Damaged,Approved
RET0000513,ORD0001598,ITEM00000077,2026-07-12,Damaged,Approved
RET0000514,ORD0003839,ITEM00001858,2026-02-12,Quality Issue,Approved
RET0000515,ORD0004038,ITEM00003783,2026-04-02,Customer Changed Mind,Approved
RET0000516,ORD0000511,ITEM00000170,2026-09-25,Damaged,Approved
RET0000517,ORD0002454,ITEM00000673,2026-07-07,Damaged,Approved
RET0000518,ORD0002326,ITEM00001477,2026-05-04,Late Delivery,Approved
RET0000519,ORD0003275,ITEM00001405,2026-04-24,Quality Issue,Approved
RET0000520,ORD0001320,ITEM00002589,2026-03-03,Quality Issue,Approved
RET0000521,ORD0000684,ITEM00003355,2026-08-01,Damaged,Approved
RET0000522,ORD0002251,ITEM00001515,2026-03-20,Damaged,Approved
RET0000523,ORD0002332,ITEM00002293,2026-09-18,Damaged,Approved
RET0000524,ORD0003238,ITEM00003113,2026-04-18,Damaged,Approved
RET0000525,ORD0001221,ITEM00002492,2026-03-30,Quality Issue,Approved
RET0000526,ORD0003755,ITEM00003495,2026-05-01,Customer Changed Mind,Approved
RET0000527,ORD0003897,ITEM00003982,2026-02-21,Wrong Item,Approved
RET0000528,ORD0001347,ITEM00002840,2026-09-06,Late Delivery,Approved
RET0000529,ORD0002389,ITEM00003351,2026-01-16,Late Delivery,Approved
RET0000530,ORD0003541,ITEM00002546,2026-08-25,Late Delivery,Approved
RET0000531,ORD0003025,ITEM00002306,2026-02-05,Customer Changed Mind,Approved
RET0000532,ORD0000913,ITEM00002195,2026-05-23,Damaged,Approved
RET0000533,ORD0002034,ITEM00001887,2026-08-31,Quality Issue,Approved
RET0000534,ORD0004099,ITEM00003210,2026-03-13,Quality Issue,Approved
RET0000535,ORD0001447,ITEM00002161,2026-02-26,Late Delivery,Approved
RET0000536,ORD0003901,ITEM00000639,2026-05-19,Damaged,Approved
RET0000537,ORD0001784,ITEM00001346,2026-03-04,Wrong Item,Approved
RET0000538,ORD0002511,ITEM00002210,2026-08-28,Late Delivery,Approved
RET0000539,ORD0001747,ITEM00003759,2026-04-18,Late Delivery,Approved
RET0000540,ORD0001908,ITEM00003498,2026-04-09,Damaged,Approved
RET0000541,ORD0003462,ITEM00003938,2026-03-14,Quality Issue,Approved
RET0000542,ORD0001996,ITEM00002837,2026-05-26,Late Delivery,Approved
RET0000543,ORD0001584,ITEM00000477,2026-08-29,Quality Issue,Approved
RET0000544,ORD0001074,ITEM00000944,2026-08-21,Wrong Item,Approved
RET0000545,ORD0000495,ITEM00000219,2026-05-27,Customer Changed Mind,Rejected
RET0000546,ORD0002391,ITEM00002926,2026-08-12,Quality Issue,Approved
RET0000547,ORD0003181,ITEM00002092,2026-03-08,Customer Changed Mind,Approved
RET0000548,ORD0003396,ITEM00000326,2026-01-20,Wrong Item,Approved
RET0000549,ORD0001112,ITEM00002951,2026-03-30,Late Delivery,Approved
RET0000550,ORD0000311,ITEM00001264,2026-02-20,Damaged,Approved
RET0000551,ORD0000820,ITEM00002485,2026-06-25,Wrong Item,Approved
RET0000552,ORD0000143,ITEM00003371,2026-05-30,Wrong Item,Approved
RET0000553,ORD0003507,ITEM00003399,2026-03-26,Wrong Item,Approved
RET0000554,ORD0001261,ITEM00001337,2026-05-04,Quality Issue,Approved
RET0000555,ORD0000680,ITEM00003829,2026-04-30,Customer Changed Mind,Approved
RET0000556,ORD0001836,ITEM00001123,2026-06-18,Quality Issue,Approved
RET0000557,ORD0002249,ITEM00002147,2026-05-15,Quality Issue,Approved
RET0000558,ORD0002363,ITEM00001573,2026-05-08,Quality Issue,Approved
RET0000559,ORD0002433,ITEM00003118,2026-06-18,Customer Changed Mind,Approved
RET0000560,ORD0002722,ITEM00000330,2026-06-07,Late Delivery,Approved
RET0000561,ORD0003923,ITEM00000307,2026-09-15,Wrong Item,Approved
RET0000562,ORD0000015,ITEM00002444,2026-09-07,Customer Changed Mind,Approved
RET0000563,ORD0002456,ITEM00002673,2026-06-24,Late Delivery,Approved
RET0000564,ORD0000942,ITEM00001340,2026-09-09,Wrong Item,Approved
RET0000565,ORD0003856,ITEM00002761,2026-07-03,Customer Changed Mind,Approved
RET0000566,ORD0002852,ITEM00002555,2026-08-14,Wrong Item,Approved
RET0000567,ORD0000331,ITEM00000678,2026-03-06,Quality Issue,Approved
RET0000568,ORD0002601,ITEM00003124,2026-08-04,Wrong Item,Approved
RET0000569,ORD0001399,ITEM00002618,2026-03-09,Quality Issue,Approved
RET0000570,ORD0003732,ITEM00000918,2026-02-08,Wrong Item,Approved
RET0000571,ORD0002061,ITEM00001851,2026-01-22,Late Delivery,Approved
RET0000572,ORD0003341,ITEM00001972,2026-06-10,Customer Changed Mind,Approved
RET0000573,ORD0002220,ITEM00002567,2026-03-27,Late Delivery,Approved
RET0000574,ORD0002483,ITEM00003713,2026-08-15,Quality Issue,Approved
RET0000575,ORD0002338,ITEM00002616,2026-03-25,Late Delivery,Approved
RET0000576,ORD0003246,ITEM00001356,2026-09-05,Customer Changed Mind,Approved
RET0000577,ORD0001339,ITEM00000142,2026-08-22,Wrong Item,Approved
RET0000578,ORD0002524,ITEM00000542,2026-03-22,Late Delivery,Approved
RET0000579,ORD0003793,ITEM00002014,2026-09-02,Wrong Item,Approved
RET0000580,ORD0003752,ITEM00001033,2026-03-30,Quality Issue,Approved
RET0000581,ORD0000648,ITEM00002766,2026-08-23,Quality Issue,Approved
RET0000582,ORD0004191,ITEM00003133,2026-08-18,Wrong Item,Approved
RET0000583,ORD0000031,ITEM00002000,2026-07-18,Customer Changed Mind,Approved
RET0000584,ORD0003986,ITEM00000253,2026-07-24,Customer Changed Mind,Approved
RET0000585,ORD0001918,ITEM00000172,2026-05-07,Late Delivery,Approved
RET0000586,ORD0003702,ITEM00000592,2026-07-22,Late Delivery,Approved
RET0000587,ORD0000765,ITEM00003715,2026-04-04,Quality Issue,Approved
RET0000588,ORD0000792,ITEM00002535,2026-04-15,Wrong Item,Approved
RET0000589,ORD0003099,ITEM00002296,2026-06-11,Wrong Item,Approved
RET0000590,ORD0000071,ITEM00001404,2026-02-26,Damaged,Rejected
RET0000591,ORD0004091,ITEM00002291,2026-04-12,Wrong Item,Approved
RET0000592,ORD0001455,ITEM00003062,2026-07-31,Wrong Item,Approved
RET0000593,ORD0000249,ITEM00003972,2026-08-07,Damaged,Approved
RET0000594,ORD0003593,ITEM00001983,2026-08-14,Customer Changed Mind,Approved
RET0000595,ORD0002246,ITEM00002556,2026-09-03,Wrong Item,Approved
RET0000596,ORD0003166,ITEM00002182,2026-06-17,Customer Changed Mind,Approved
RET0000597,ORD0000602,ITEM00000990,2026-05-07,Quality Issue,Rejected
RET0000598,ORD0003288,ITEM00003889,2026-01-29,Quality Issue,Approved
RET0000599,ORD0001602,ITEM00002908,2026-04-09,Customer Changed Mind,Rejected
RET0000600,ORD0004086,ITEM00003082,2026-06-23,Damaged,Approved
RET0000601,ORD0000442,ITEM00002481,2026-09-03,Late Delivery,Approved
RET0000602,ORD0001673,ITEM00002113,2026-06-10,Quality Issue,Approved
RET0000603,ORD0002654,ITEM00002451,2026-04-01,Quality Issue,Approved
RET0000604,ORD0001408,ITEM00002266,2026-06-06,Wrong Item,Approved
RET0000605,ORD0000367,ITEM00000659,2026-06-29,Quality Issue,Approved
RET0000606,ORD0001377,ITEM00000765,2026-08-11,Late Delivery,Approved
RET0000607,ORD0001428,ITEM00002778,2026-03-06,Damaged,Approved
RET0000608,ORD0003924,ITEM00003325,2026-04-28,Quality Issue,Approved
RET0000609,ORD0002366,ITEM00003397,2026-06-04,Quality Issue,Approved
RET0000610,ORD0003143,ITEM00000101,2026-03-09,Wrong Item,Approved
RET0000611,ORD0002581,ITEM00000323,2026-09-19,Wrong Item,Approved
RET0000612,ORD0002699,ITEM00001129,2026-06-22,Damaged,Approved
RET0000613,ORD0001152,ITEM00002493,2026-08-11,Customer Changed Mind,Approved
RET0000614,ORD0002371,ITEM00002775,2026-02-03,Late Delivery,Approved
RET0000615,ORD0002435,ITEM00002379,2026-04-18,Damaged,Approved
RET0000616,ORD0001340,ITEM00003768,2026-01-25,Damaged,Approved
RET0000617,ORD0002666,ITEM00000506,2026-05-17,Customer Changed Mind,Approved
RET0000618,ORD0000042,ITEM00001551,2026-05-09,Damaged,Approved
RET0000619,ORD0004061,ITEM00001974,2026-03-13,Late Delivery,Approved
RET0000620,ORD0002604,ITEM00003237,2026-05-14,Damaged,Approved
