OrderItemID,OrderID,ProductID,Quantity,UnitPrice,Discount,LineAmount
ITEM00000865,ORD0002750,PROD00007,3,3268.05,0.0,9804.15
ITEM00000866,ORD0002167,PROD00071,2,10168.48,0.0,20336.96
ITEM00000867,ORD0001798,PROD00086,2,7222.29,0.1,13000.12
ITEM00000868,ORD0002905,PROD00037,3,10709.86,0.1,28916.62
ITEM00000869,ORD0003175,PROD00098,3,11569.88,0.0,34709.64
ITEM00000870,ORD0000490,PROD00033,3,14237.63,0.05,40577.25
ITEM00000871,ORD0002916,PROD00058,1,18182.64,0.0,18182.64
ITEM00000872,ORD0000910,PROD00055,3,23334.75,0.0,70004.25
ITEM00000873,ORD0000184,PROD00017,1,1380.2,0.0,1380.2
ITEM00000874,ORD0003349,PROD00020,5,36266.39,0.05,172265.35
ITEM00000875,ORD0002400,PROD00025,1,14036.44,0.05,13334.62
ITEM00000876,ORD0000822,PROD00064,2,22156.12,0.2,35449.79
ITEM00000877,ORD0001917,PROD00043,1,1033.45,0.1,930.1
ITEM00000878,ORD0000234,PROD00013,5,12889.42,0.0,64447.1
ITEM00000879,ORD0001867,PROD00056,1,23188.7,0.2,18550.96
ITEM00000880,ORD0002560,PROD00025,2,14036.44,0.0,28072.88
ITEM00000881,ORD0002987,PROD00056,1,23188.7,0.05,22029.26
ITEM00000882,ORD0003706,PROD00045,1,24509.37,0.1,22058.43
ITEM00000883,ORD0000562,PROD00072,1,4790.71,0.05,4551.17
ITEM00000884,ORD0002688,PROD00008,1,37921.27,0.2,30337.02
ITEM00000885,ORD0001980,PROD00074,3,7552.65,0.05,21525.05
ITEM00000886,ORD0002038,PROD00022,5,36913.73,0.05,175340.22
ITEM00000887,ORD0004120,PROD00076,1,8213.19,0.05,7802.53
ITEM00000888,ORD0000866,PROD00093,2,10532.57,0.15,17905.37
ITEM00000889,ORD0001747,PROD00018,4,18573.59,0.05,70579.64
ITEM00000890,ORD0003401,PROD00053,4,32924.49,0.05,125113.06
ITEM00000891,ORD0003510,PROD00035,5,29473.68,0.1,132631.56
ITEM00000892,ORD0001371,PROD00087,3,12584.23,0.0,37752.69
ITEM00000893,ORD0002404,PROD00080,4,1983.77,0.0,7935.08
ITEM00000894,ORD0002368,PROD00096,2,8593.11,0.05,16326.91
ITEM00000895,ORD0000662,PROD00029,2,11616.0,0.0,23232.0
ITEM00000896,ORD0000546,PROD00022,4,36913.73,0.1,132889.43
ITEM00000897,ORD0000506,PROD00022,5,36913.73,0.1,166111.79
ITEM00000898,ORD0001135,PROD00051,4,26642.17,0.15,90583.38
ITEM00000899,ORD0002165,PROD00075,4,21538.55,0.0,86154.2
ITEM00000900,ORD0004122,PROD00035,3,29473.68,0.0,88421.04
ITEM00000901,ORD0001625,PROD00087,4,12584.23,0.05,47820.07
ITEM00000902,ORD0003020,PROD00072,5,4790.71,0.0,23953.55
ITEM00000903,ORD0000768,PROD00041,1,31482.01,0.0,31482.01
ITEM00000904,ORD0002273,PROD00013,3,12889.42,0.05,36734.85
ITEM00000905,ORD0002442,PROD00004,1,14185.5,0.0,14185.5
ITEM00000906,ORD0004163,PROD00066,2,45048.76,0.05,85592.64
ITEM00000907,ORD0000183,PROD00057,4,31419.96,0.0,125679.84
ITEM00000908,ORD0003374,PROD00012,4,41743.91,0.0,166975.64
ITEM00000909,ORD0003811,PROD00002,5,9793.58,0.05,46519.5
ITEM00000910,ORD0001876,PROD00077,1,4512.83,0.15,3835.91
ITEM00000911,ORD0003512,PROD00091,3,36997.61,0.05,105443.19
ITEM00000912,ORD0001181,PROD00081,2,11731.11,0.0,23462.22
ITEM00000913,ORD0003428,PROD00044,4,25709.47,0.1,92554.09
ITEM00000914,ORD0002587,PROD00047,1,19432.07,0.15,16517.26
ITEM00000915,ORD0001231,PROD00070,3,2111.98,0.0,6335.94
ITEM00000916,ORD0001305,PROD00070,4,2111.98,0.0,8447.92
ITEM00000917,ORD0001708,PROD00070,1,2111.98,0.05,2006.38
ITEM00000918,ORD0003732,PROD00029,4,11616.0,0.15,39494.4
ITEM00000919,ORD0000253,PROD00095,5,2383.13,0.0,11915.65
ITEM00000920,ORD0003106,PROD00064,2,22156.12,0.0,44312.24
ITEM00000921,ORD0002263,PROD00095,4,2383.13,0.0,9532.52
ITEM00000922,ORD0003210,PROD00004,3,14185.5,0.1,38300.85
ITEM00000923,ORD0002324,PROD00015,3,16977.12,0.05,48384.79
ITEM00000924,ORD0003391,PROD00015,3,16977.12,0.0,50931.36
ITEM00000925,ORD0000146,PROD00011,2,39396.81,0.05,74853.94
ITEM00000926,ORD0000025,PROD00038,5,11449.14,0.15,48658.84
ITEM00000927,ORD0001198,PROD00099,3,1583.05,0.0,4749.15
ITEM00000928,ORD0000335,PROD00005,5,25505.44,0.05,121150.84
ITEM00000929,ORD0002656,PROD00075,3,21538.55,0.05,61384.87
ITEM00000930,ORD0002413,PROD00039,2,5270.61,0.0,10541.22
ITEM00000931,ORD0003869,PROD00033,5,14237.63,0.0,71188.15
ITEM00000932,ORD0000608,PROD00029,2,11616.0,0.0,23232.0
ITEM00000933,ORD0002422,PROD00001,3,24639.04,0.05,70221.26
ITEM00000934,ORD0003024,PROD00072,2,4790.71,0.15,8144.21
ITEM00000935,ORD0001508,PROD00007,4,3268.05,0.15,11111.37
ITEM00000936,ORD0002633,PROD00084,5,33636.84,0.05,159774.99
ITEM00000937,ORD0001994,PROD00048,4,19471.18,0.05,73990.48
ITEM00000938,ORD0001409,PROD00042,4,28474.31,0.1,102507.52
ITEM00000939,ORD0002849,PROD00010,3,21479.33,0.0,64437.99
ITEM00000940,ORD0002622,PROD00052,1,3686.71,0.1,3318.04
ITEM00000941,ORD0001515,PROD00082,3,24230.95,0.1,65423.57
ITEM00000942,ORD0001650,PROD00015,4,16977.12,0.0,67908.48
ITEM00000943,ORD0001223,PROD00088,1,32457.45,0.0,32457.45
ITEM00000944,ORD0001074,PROD00051,2,26642.17,0.15,45291.69
ITEM00000945,ORD0002664,PROD00029,5,11616.0,0.0,58080.0
ITEM00000946,ORD0001333,PROD00045,1,24509.37,0.0,24509.37
ITEM00000947,ORD0000825,PROD00012,4,41743.91,0.0,166975.64
ITEM00000948,ORD0001646,PROD00055,1,23334.75,0.05,22168.01
ITEM00000949,ORD0002024,PROD00020,1,36266.39,0.1,32639.75
ITEM00000950,ORD0002515,PROD00026,5,20955.68,0.0,104778.4
ITEM00000951,ORD0000646,PROD00087,1,12584.23,0.0,12584.23
ITEM00000952,ORD0001520,PROD00014,3,32042.32,0.15,81707.92
ITEM00000953,ORD0003339,PROD00055,4,23334.75,0.0,93339.0
ITEM00000954,ORD0002096,PROD00058,2,18182.64,0.0,36365.28
ITEM00000955,ORD0000288,PROD00067,1,9721.17,0.0,9721.17
ITEM00000956,ORD0000074,PROD00016,5,39122.87,0.0,195614.35
ITEM00000957,ORD0003814,PROD00016,2,39122.87,0.1,70421.17
ITEM00000958,ORD0001104,PROD00080,2,1983.77,0.05,3769.16
ITEM00000959,ORD0000785,PROD00031,5,27602.46,0.0,138012.3
ITEM00000960,ORD0003499,PROD00046,5,17992.73,0.2,71970.92
ITEM00000961,ORD0001930,PROD00078,2,4156.2,0.0,8312.4
ITEM00000962,ORD0003580,PROD00053,5,32924.49,0.05,156391.33
ITEM00000963,ORD0001752,PROD00072,4,4790.71,0.1,17246.56
ITEM00000964,ORD0000248,PROD00065,3,15361.54,0.05,43780.39
ITEM00000965,ORD0001733,PROD00100,2,5870.04,0.0,11740.08
ITEM00000966,ORD0004088,PROD00087,5,12584.23,0.1,56629.04
ITEM00000967,ORD0002716,PROD00045,5,24509.37,0.0,122546.85
ITEM00000968,ORD0001785,PROD00047,3,19432.07,0.0,58296.21
ITEM00000969,ORD0001054,PROD00061,4,29654.17,0.0,118616.68
ITEM00000970,ORD0001623,PROD00017,4,1380.2,0.05,5244.76
ITEM00000971,ORD0003884,PROD00057,5,31419.96,0.05,149244.81
ITEM00000972,ORD0002933,PROD00005,1,25505.44,0.05,24230.17
ITEM00000973,ORD0003694,PROD00029,2,11616.0,0.05,22070.4
ITEM00000974,ORD0001214,PROD00040,1,26930.85,0.2,21544.68
ITEM00000975,ORD0001076,PROD00009,1,28460.8,0.2,22768.64
ITEM00000976,ORD0000578,PROD00050,5,29435.69,0.1,132460.6
ITEM00000977,ORD0003768,PROD00043,2,1033.45,0.1,1860.21
ITEM00000978,ORD0003682,PROD00098,3,11569.88,0.1,31238.68
ITEM00000979,ORD0000273,PROD00052,3,3686.71,0.0,11060.13
ITEM00000980,ORD0003372,PROD00012,5,41743.91,0.05,198283.57
ITEM00000981,ORD0002039,PROD00084,4,33636.84,0.2,107637.89
ITEM00000982,ORD0003838,PROD00041,5,31482.01,0.0,157410.05
ITEM00000983,ORD0004097,PROD00058,4,18182.64,0.05,69094.03
ITEM00000984,ORD0000048,PROD00075,5,21538.55,0.1,96923.48
ITEM00000985,ORD0002896,PROD00054,3,36912.87,0.0,110738.61
ITEM00000986,ORD0000221,PROD00090,1,24075.28,0.0,24075.28
ITEM00000987,ORD0003559,PROD00032,4,21985.37,0.05,83544.41
ITEM00000988,ORD0000751,PROD00044,3,25709.47,0.15,65559.15
ITEM00000989,ORD0001687,PROD00088,1,32457.45,0.1,29211.7
ITEM00000990,ORD0000602,PROD00059,3,12601.2,0.0,37803.6
ITEM00000991,ORD0001054,PROD00074,2,7552.65,0.15,12839.5
ITEM00000992,ORD0003263,PROD00077,5,4512.83,0.0,22564.15
ITEM00000993,ORD0003837,PROD00052,4,3686.71,0.0,14746.84
ITEM00000994,ORD0001832,PROD00074,2,7552.65,0.2,12084.24
ITEM00000995,ORD0000171,PROD00050,1,29435.69,0.1,26492.12
ITEM00000996,ORD0004101,PROD00070,4,2111.98,0.05,8025.52
ITEM00000997,ORD0001104,PROD00015,2,16977.12,0.0,33954.24
ITEM00000998,ORD0003354,PROD00100,1,5870.04,0.0,5870.04
ITEM00000999,ORD0002647,PROD00059,4,12601.2,0.0,50404.8
ITEM00001000,ORD0000953,PROD00032,5,21985.37,0.0,109926.85
ITEM00001001,ORD0003614,PROD00087,5,12584.23,0.15,53482.98
ITEM00001002,ORD0003563,PROD00011,1,39396.81,0.1,35457.13
ITEM00001003,ORD0004184,PROD00073,3,22314.85,0.05,63597.32
ITEM00001004,ORD0003860,PROD00016,4,39122.87,0.1,140842.33
ITEM00001005,ORD0004151,PROD00064,5,22156.12,0.2,88624.48
ITEM00001006,ORD0001424,PROD00050,3,29435.69,0.0,88307.07
ITEM00001007,ORD0001033,PROD00003,1,4841.6,0.0,4841.6
ITEM00001008,ORD0003376,PROD00020,4,36266.39,0.0,145065.56
ITEM00001009,ORD0003011,PROD00069,2,20171.63,0.0,40343.26
ITEM00001010,ORD0002321,PROD00071,3,10168.48,0.05,28980.17
ITEM00001011,ORD0003772,PROD00097,3,31284.13,0.05,89159.77
ITEM00001012,ORD0000874,PROD00084,3,33636.84,0.05,95864.99
ITEM00001013,ORD0001406,PROD00100,4,5870.04,0.0,23480.16
ITEM00001014,ORD0004094,PROD00040,2,26930.85,0.0,53861.7
ITEM00001015,ORD0000094,PROD00056,5,23188.7,0.0,115943.5
ITEM00001016,ORD0002400,PROD00045,4,24509.37,0.05,93135.61
ITEM00001017,ORD0000460,PROD00061,1,29654.17,0.0,29654.17
ITEM00001018,ORD0003985,PROD00067,3,9721.17,0.0,29163.51
ITEM00001019,ORD0003386,PROD00023,3,10927.01,0.15,27863.88
ITEM00001020,ORD0003171,PROD00032,4,21985.37,0.0,87941.48
ITEM00001021,ORD0000406,PROD00018,2,18573.59,0.0,37147.18
ITEM00001022,ORD0000763,PROD00093,5,10532.57,0.0,52662.85
ITEM00001023,ORD0000870,PROD00043,1,1033.45,0.0,1033.45
ITEM00001024,ORD0001094,PROD00002,3,9793.58,0.05,27911.7
ITEM00001025,ORD0000543,PROD00014,3,32042.32,0.0,96126.96
ITEM00001026,ORD0000858,PROD00035,5,29473.68,0.05,139999.98
ITEM00001027,ORD0003425,PROD00085,5,30956.16,0.2,123824.64
ITEM00001028,ORD0001610,PROD00033,2,14237.63,0.0,28475.26
ITEM00001029,ORD0003539,PROD00017,5,1380.2,0.0,6901.0
ITEM00001030,ORD0000904,PROD00091,5,36997.61,0.05,175738.65
ITEM00001031,ORD0002806,PROD00032,1,21985.37,0.0,21985.37
ITEM00001032,ORD0001977,PROD00070,5,2111.98,0.0,10559.9
ITEM00001033,ORD0003752,PROD00043,2,1033.45,0.1,1860.21
ITEM00001034,ORD0001242,PROD00064,2,22156.12,0.1,39881.02
ITEM00001035,ORD0000901,PROD00027,3,6847.94,0.05,19516.63
ITEM00001036,ORD0001962,PROD00031,5,27602.46,0.0,138012.3
ITEM00001037,ORD0000452,PROD00063,4,12483.91,0.0,49935.64
ITEM00001038,ORD0001970,PROD00037,2,10709.86,0.0,21419.72
ITEM00001039,ORD0001458,PROD00099,3,1583.05,0.05,4511.69
ITEM00001040,ORD0002711,PROD00046,2,17992.73,0.1,32386.91
ITEM00001041,ORD0000348,PROD00098,4,11569.88,0.2,37023.62
ITEM00001042,ORD0003941,PROD00070,5,2111.98,0.05,10031.9
ITEM00001043,ORD0004131,PROD00050,2,29435.69,0.0,58871.38
ITEM00001044,ORD0001802,PROD00046,2,17992.73,0.1,32386.91
ITEM00001045,ORD0003434,PROD00053,3,32924.49,0.05,93834.8
ITEM00001046,ORD0002805,PROD00008,2,37921.27,0.0,75842.54
ITEM00001047,ORD0003392,PROD00007,1,3268.05,0.0,3268.05
ITEM00001048,ORD0001248,PROD00019,4,21401.39,0.0,85605.56
ITEM00001049,ORD0002670,PROD00081,5,11731.11,0.0,58655.55
ITEM00001050,ORD0000694,PROD00082,2,24230.95,0.0,48461.9
ITEM00001051,ORD0003010,PROD00028,3,3343.12,0.1,9026.42
ITEM00001052,ORD0003319,PROD00011,4,39396.81,0.05,149707.88
ITEM00001053,ORD0001785,PROD00005,4,25505.44,0.05,96920.67
ITEM00001054,ORD0000245,PROD00056,2,23188.7,0.05,44058.53
ITEM00001055,ORD0002661,PROD00086,3,7222.29,0.0,21666.87
ITEM00001056,ORD0002663,PROD00081,2,11731.11,0.0,23462.22
ITEM00001057,ORD0001842,PROD00078,2,4156.2,0.1,7481.16
ITEM00001058,ORD0000531,PROD00088,3,32457.45,0.15,82766.5
ITEM00001059,ORD0002891,PROD00096,2,8593.11,0.15,14608.29
ITEM00001060,ORD0002026,PROD00017,3,1380.2,0.05,3933.57
ITEM00001061,ORD0000294,PROD00015,5,16977.12,0.05,80641.32
ITEM00001062,ORD0000303,PROD00052,3,3686.71,0.05,10507.12
ITEM00001063,ORD0000804,PROD00072,1,4790.71,0.1,4311.64
ITEM00001064,ORD0001842,PROD00049,4,36803.75,0.0,147215.0
ITEM00001065,ORD0001785,PROD00089,3,38999.15,0.05,111147.58
ITEM00001066,ORD0002348,PROD00042,4,28474.31,0.1,102507.52
ITEM00001067,ORD0002694,PROD00031,2,27602.46,0.1,49684.43
ITEM00001068,ORD0001661,PROD00040,5,26930.85,0.05,127921.54
ITEM00001069,ORD0003482,PROD00024,5,21256.79,0.0,106283.95
ITEM00001070,ORD0003394,PROD00013,1,12889.42,0.05,12244.95
ITEM00001071,ORD0000666,PROD00062,1,15772.0,0.2,12617.6
ITEM00001072,ORD0003856,PROD00054,5,36912.87,0.05,175336.13
ITEM00001073,ORD0002493,PROD00025,5,14036.44,0.0,70182.2
ITEM00001074,ORD0000031,PROD00005,1,25505.44,0.0,25505.44
ITEM00001075,ORD0003263,PROD00088,3,32457.45,0.0,97372.35
ITEM00001076,ORD0000497,PROD00031,4,27602.46,0.1,99368.86
ITEM00001077,ORD0000920,PROD00061,2,29654.17,0.0,59308.34
ITEM00001078,ORD0000178,PROD00021,4,22045.15,0.0,88180.6
ITEM00001079,ORD0001203,PROD00006,2,6374.03,0.05,12110.66
ITEM00001080,ORD0003111,PROD00077,5,4512.83,0.1,20307.74
ITEM00001081,ORD0002913,PROD00068,1,27586.06,0.05,26206.76
ITEM00001082,ORD0003435,PROD00027,2,6847.94,0.0,13695.88
ITEM00001083,ORD0003096,PROD00051,4,26642.17,0.0,106568.68
ITEM00001084,ORD0001491,PROD00081,4,11731.11,0.05,44578.22
ITEM00001085,ORD0002193,PROD00098,3,11569.88,0.0,34709.64
ITEM00001086,ORD0004082,PROD00032,3,21985.37,0.1,59360.5
ITEM00001087,ORD0003242,PROD00064,3,22156.12,0.15,56498.11
ITEM00001088,ORD0004138,PROD00051,5,26642.17,0.0,133210.85
ITEM00001089,ORD0000560,PROD00044,1,25709.47,0.0,25709.47
ITEM00001090,ORD0001220,PROD00025,4,14036.44,0.1,50531.18
ITEM00001091,ORD0002759,PROD00004,5,14185.5,0.1,63834.75
ITEM00001092,ORD0003073,PROD00011,3,39396.81,0.1,106371.39
ITEM00001093,ORD0001355,PROD00094,3,30366.64,0.15,77434.93
ITEM00001094,ORD0000228,PROD00029,3,11616.0,0.0,34848.0
ITEM00001095,ORD0000444,PROD00005,1,25505.44,0.1,22954.9
ITEM00001096,ORD0002452,PROD00044,1,25709.47,0.05,24424.0
ITEM00001097,ORD0002851,PROD00015,1,16977.12,0.15,14430.55
ITEM00001098,ORD0000547,PROD00009,3,28460.8,0.0,85382.4
ITEM00001099,ORD0003306,PROD00033,3,14237.63,0.05,40577.25
ITEM00001100,ORD0001155,PROD00039,4,5270.61,0.05,20028.32
ITEM00001101,ORD0002828,PROD00013,2,12889.42,0.1,23200.96
ITEM00001102,ORD0001093,PROD00014,5,32042.32,0.15,136179.86
ITEM00001103,ORD0003136,PROD00086,1,7222.29,0.0,7222.29
ITEM00001104,ORD0003958,PROD00077,3,4512.83,0.1,12184.64
ITEM00001105,ORD0003402,PROD00054,1,36912.87,0.05,35067.23
ITEM00001106,ORD0001811,PROD00060,5,26022.82,0.1,117102.69
ITEM00001107,ORD0002719,PROD00008,1,37921.27,0.2,30337.02
ITEM00001108,ORD0004139,PROD00084,4,33636.84,0.0,134547.36
ITEM00001109,ORD0003548,PROD00068,5,27586.06,0.1,124137.27
ITEM00001110,ORD0003337,PROD00063,5,12483.91,0.15,53056.62
ITEM00001111,ORD0001900,PROD00037,3,10709.86,0.0,32129.58
ITEM00001112,ORD0001761,PROD00057,1,31419.96,0.0,31419.96
ITEM00001113,ORD0001473,PROD00088,5,32457.45,0.05,154172.89
ITEM00001114,ORD0003259,PROD00009,5,28460.8,0.0,142304.0
ITEM00001115,ORD0001287,PROD00035,1,29473.68,0.05,28000.0
ITEM00001116,ORD0000972,PROD00100,5,5870.04,0.05,27882.69
ITEM00001117,ORD0000105,PROD00085,3,30956.16,0.1,83581.63
ITEM00001118,ORD0001456,PROD00081,3,11731.11,0.05,33433.66
ITEM00001119,ORD0002870,PROD00081,1,11731.11,0.05,11144.55
ITEM00001120,ORD0001722,PROD00094,5,30366.64,0.15,129058.22
ITEM00001121,ORD0000693,PROD00028,3,3343.12,0.1,9026.42
ITEM00001122,ORD0003432,PROD00005,5,25505.44,0.05,121150.84
ITEM00001123,ORD0001836,PROD00094,5,30366.64,0.1,136649.88
ITEM00001124,ORD0003825,PROD00066,1,45048.76,0.05,42796.32
ITEM00001125,ORD0000848,PROD00033,1,14237.63,0.2,11390.1
ITEM00001126,ORD0000094,PROD00016,5,39122.87,0.0,195614.35
ITEM00001127,ORD0000060,PROD00096,4,8593.11,0.05,32653.82
ITEM00001128,ORD0001491,PROD00011,4,39396.81,0.15,133949.15
ITEM00001129,ORD0002699,PROD00075,3,21538.55,0.0,64615.65
ITEM00001130,ORD0003297,PROD00006,5,6374.03,0.05,30276.64
ITEM00001131,ORD0001116,PROD00094,5,30366.64,0.05,144241.54
ITEM00001132,ORD0000411,PROD00042,4,28474.31,0.0,113897.24
ITEM00001133,ORD0003519,PROD00020,3,36266.39,0.05,103359.21
ITEM00001134,ORD0003082,PROD00010,2,21479.33,0.1,38662.79
ITEM00001135,ORD0003615,PROD00030,4,31849.17,0.1,114657.01
ITEM00001136,ORD0000594,PROD00011,1,39396.81,0.05,37426.97
ITEM00001137,ORD0000301,PROD00088,1,32457.45,0.15,27588.83
ITEM00001138,ORD0003168,PROD00020,4,36266.39,0.1,130559.0
ITEM00001139,ORD0003853,PROD00077,5,4512.83,0.0,22564.15
ITEM00001140,ORD0000896,PROD00039,3,5270.61,0.1,14230.65
ITEM00001141,ORD0002673,PROD00016,5,39122.87,0.05,185833.63
ITEM00001142,ORD0001834,PROD00048,5,19471.18,0.1,87620.31
ITEM00001143,ORD0002084,PROD00100,5,5870.04,0.0,29350.2
ITEM00001144,ORD0001150,PROD00042,4,28474.31,0.1,102507.52
ITEM00001145,ORD0003224,PROD00009,3,28460.8,0.15,72575.04
ITEM00001146,ORD0001698,PROD00053,3,32924.49,0.0,98773.47
ITEM00001147,ORD0004098,PROD00011,4,39396.81,0.05,149707.88
ITEM00001148,ORD0002466,PROD00079,4,28032.28,0.1,100916.21
ITEM00001149,ORD0002703,PROD00032,1,21985.37,0.0,21985.37
ITEM00001150,ORD0000331,PROD00079,2,28032.28,0.0,56064.56
ITEM00001151,ORD0001476,PROD00096,2,8593.11,0.1,15467.6
ITEM00001152,ORD0003564,PROD00090,1,24075.28,0.1,21667.75
ITEM00001153,ORD0002466,PROD00062,2,15772.0,0.1,28389.6
ITEM00001154,ORD0002086,PROD00071,4,10168.48,0.0,40673.92
ITEM00001155,ORD0003927,PROD00030,2,31849.17,0.0,63698.34
ITEM00001156,ORD0003965,PROD00067,1,9721.17,0.15,8262.99
ITEM00001157,ORD0002405,PROD00004,3,14185.5,0.15,36173.02
ITEM00001158,ORD0003155,PROD00033,5,14237.63,0.0,71188.15
ITEM00001159,ORD0000596,PROD00024,5,21256.79,0.1,95655.56
ITEM00001160,ORD0003220,PROD00062,1,15772.0,0.0,15772.0
ITEM00001161,ORD0000529,PROD00075,1,21538.55,0.0,21538.55
ITEM00001162,ORD0003512,PROD00006,4,6374.03,0.0,25496.12
ITEM00001163,ORD0003660,PROD00047,3,19432.07,0.2,46636.97
ITEM00001164,ORD0003708,PROD00032,3,21985.37,0.15,56062.69
ITEM00001165,ORD0000990,PROD00036,5,25163.54,0.05,119526.82
ITEM00001166,ORD0001005,PROD00080,1,1983.77,0.05,1884.58
ITEM00001167,ORD0002089,PROD00014,1,32042.32,0.0,32042.32
ITEM00001168,ORD0000208,PROD00038,5,11449.14,0.0,57245.7
ITEM00001169,ORD0002960,PROD00077,5,4512.83,0.05,21435.94
ITEM00001170,ORD0000752,PROD00058,1,18182.64,0.1,16364.38
ITEM00001171,ORD0002602,PROD00007,1,3268.05,0.1,2941.25
ITEM00001172,ORD0004140,PROD00048,4,19471.18,0.15,66202.01
ITEM00001173,ORD0000163,PROD00032,5,21985.37,0.1,98934.16
ITEM00001174,ORD0002372,PROD00075,1,21538.55,0.0,21538.55
ITEM00001175,ORD0000769,PROD00089,3,38999.15,0.1,105297.71
ITEM00001176,ORD0001140,PROD00073,2,22314.85,0.05,42398.22
ITEM00001177,ORD0000778,PROD00043,1,1033.45,0.0,1033.45
ITEM00001178,ORD0003173,PROD00039,3,5270.61,0.05,15021.24
ITEM00001179,ORD0003394,PROD00002,1,9793.58,0.0,9793.58
ITEM00001180,ORD0000653,PROD00013,2,12889.42,0.0,25778.84
ITEM00001181,ORD0001893,PROD00007,3,3268.05,0.05,9313.94
ITEM00001182,ORD0000487,PROD00076,1,8213.19,0.0,8213.19
ITEM00001183,ORD0003104,PROD00099,1,1583.05,0.0,1583.05
ITEM00001184,ORD0003425,PROD00053,4,32924.49,0.05,125113.06
ITEM00001185,ORD0002245,PROD00082,2,24230.95,0.0,48461.9
ITEM00001186,ORD0003841,PROD00066,3,45048.76,0.0,135146.28
ITEM00001187,ORD0000155,PROD00048,2,19471.18,0.05,36995.24
ITEM00001188,ORD0000956,PROD00053,4,32924.49,0.05,125113.06
ITEM00001189,ORD0001035,PROD00040,2,26930.85,0.1,48475.53
ITEM00001190,ORD0000721,PROD00082,4,24230.95,0.0,96923.8
ITEM00001191,ORD0002915,PROD00051,1,26642.17,0.0,26642.17
ITEM00001192,ORD0002247,PROD00056,1,23188.7,0.1,20869.83
ITEM00001193,ORD0001720,PROD00062,3,15772.0,0.0,47316.0
ITEM00001194,ORD0001364,PROD00047,1,19432.07,0.0,19432.07
ITEM00001195,ORD0000422,PROD00008,2,37921.27,0.05,72050.41
ITEM00001196,ORD0001158,PROD00099,4,1583.05,0.1,5698.98
ITEM00001197,ORD0002401,PROD00040,5,26930.85,0.0,134654.25
ITEM00001198,ORD0000633,PROD00051,2,26642.17,0.0,53284.34
ITEM00001199,ORD0000374,PROD00073,2,22314.85,0.15,37935.24
ITEM00001200,ORD0003183,PROD00076,4,8213.19,0.0,32852.76
ITEM00001201,ORD0000077,PROD00063,3,12483.91,0.05,35579.14
ITEM00001202,ORD0002808,PROD00033,4,14237.63,0.05,54102.99
ITEM00001203,ORD0003489,PROD00057,5,31419.96,0.1,141389.82
ITEM00001204,ORD0003714,PROD00086,3,7222.29,0.1,19500.18
ITEM00001205,ORD0001469,PROD00001,2,24639.04,0.0,49278.08
ITEM00001206,ORD0001833,PROD00053,2,32924.49,0.0,65848.98
ITEM00001207,ORD0000679,PROD00095,3,2383.13,0.0,7149.39
ITEM00001208,ORD0003339,PROD00012,3,41743.91,0.0,125231.73
ITEM00001209,ORD0001256,PROD00036,2,25163.54,0.1,45294.37
ITEM00001210,ORD0001313,PROD00027,4,6847.94,0.05,26022.17
ITEM00001211,ORD0001084,PROD00005,5,25505.44,0.0,127527.2
ITEM00001212,ORD0004141,PROD00031,4,27602.46,0.05,104889.35
ITEM00001213,ORD0004143,PROD00081,3,11731.11,0.0,35193.33
ITEM00001214,ORD0000809,PROD00087,4,12584.23,0.0,50336.92
ITEM00001215,ORD0003969,PROD00083,5,996.44,0.05,4733.09
ITEM00001216,ORD0004174,PROD00041,3,31482.01,0.05,89723.73
ITEM00001217,ORD0001914,PROD00047,2,19432.07,0.2,31091.31
ITEM00001218,ORD0003609,PROD00067,5,9721.17,0.15,41314.97
ITEM00001219,ORD0001316,PROD00051,5,26642.17,0.0,133210.85
ITEM00001220,ORD0001849,PROD00026,5,20955.68,0.0,104778.4
ITEM00001221,ORD0002142,PROD00005,3,25505.44,0.15,65038.87
ITEM00001222,ORD0001406,PROD00014,1,32042.32,0.15,27235.97
ITEM00001223,ORD0002399,PROD00050,5,29435.69,0.0,147178.45
ITEM00001224,ORD0002590,PROD00059,1,12601.2,0.0,12601.2
ITEM00001225,ORD0000160,PROD00010,1,21479.33,0.15,18257.43
ITEM00001226,ORD0002880,PROD00010,3,21479.33,0.05,61216.09
ITEM00001227,ORD0001113,PROD00028,3,3343.12,0.05,9527.89
ITEM00001228,ORD0003919,PROD00027,2,6847.94,0.0,13695.88
ITEM00001229,ORD0003123,PROD00016,5,39122.87,0.1,176052.92
ITEM00001230,ORD0003499,PROD00009,4,28460.8,0.15,96766.72
ITEM00001231,ORD0001563,PROD00093,4,10532.57,0.05,40023.77
ITEM00001232,ORD0004054,PROD00060,3,26022.82,0.0,78068.46
ITEM00001233,ORD0003127,PROD00091,1,36997.61,0.0,36997.61
ITEM00001234,ORD0003378,PROD00060,3,26022.82,0.0,78068.46
ITEM00001235,ORD0001337,PROD00034,1,6989.97,0.05,6640.47
ITEM00001236,ORD0001484,PROD00016,5,39122.87,0.05,185833.63
ITEM00001237,ORD0003439,PROD00050,5,29435.69,0.05,139819.53
ITEM00001238,ORD0001453,PROD00031,2,27602.46,0.15,46924.18
ITEM00001239,ORD0000824,PROD00067,2,9721.17,0.0,19442.34
ITEM00001240,ORD0000238,PROD00003,5,4841.6,0.1,21787.2
ITEM00001241,ORD0004124,PROD00010,3,21479.33,0.0,64437.99
